agreement_from,end_date,title,entity_code,person_indication,agreement,person,amount,other_party_of_agreement,start_date,description
Rašytinė,,UAB MEDICINOS BANKAS,112027077,Sutuoktinis,Paskola (gauta),ARŪNAS DUDĖNAS,221981,"Juridiniai asmenys, registruoti Lietuvoje",2011-02-21,PINIGINĖ PASKOLA
Rašytinė,,AB SAMPO BANKAS,301694694,Deklaruojantysis ir sutuoktinis,Paskola (gauta),ARŪNAS DUDĖNAS,229397,"Juridiniai asmenys, registruoti Lietuvoje",2008-01-23,PINIGINĖ PASKOLA
Rašytinė,,SIGITAS VAŠKELIS,,Deklaruojantysis,Paskola (suteikta),ANTANAS NESTECKIS,207168,"Fiziniai asmenys, registruoti Lietuvoje",2011-12-23,SUTEIKTA PASKOLA PININGAI
Žodinė,,TOMAS NESTECKIS,,Deklaruojantysis,Paskola (suteikta),ANTANAS NESTECKIS,90000,"Fiziniai asmenys, registruoti Lietuvoje",2008-04-11,SUTEIKTA PASKOLA PINIGAI
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis ir sutuoktinis,Paskola (gauta),ARŪNAS DUDĖNAS,60000,"Juridiniai asmenys, registruoti Lietuvoje",2009-05-13,PINIGINĖ PASKOLA
Rašytinė,,AB DNB NORD BANKAS,112029270,Sutuoktinis,Vertybinių popierių sandoriai,ANTANAS NESTECKIS,55264,"Juridiniai asmenys, registruoti Lietuvoje",2009-05-05,ĮSIGYTOS OBLIGACIJOS
Rašytinė,,AB DNB NORD BANKAS,112029270,Sutuoktinis,Vertybinių popierių sandoriai,ANTANAS NESTECKIS,114214,"Juridiniai asmenys, registruoti Lietuvoje",2010-12-22,ĮSIGYTOS OBLIGACIJOS
Rašytinė,2011-11-28,"UAB ""LAUMETRIS""",161444711,Sutuoktinis,Pirkimas,EDMUNDAS JONYLA,21780,"Juridiniai asmenys, registruoti Lietuvoje",2011-11-22,PIRKTAS KRAUTUVAS PKU-08
Rašytinė,2011-07-22,"UAB ""LAUMETRIS""",161444711,Sutuoktinis,Pirkimas,EDMUNDAS JONYLA,29040,"Juridiniai asmenys, registruoti Lietuvoje",2011-07-22,TRAKTORINĖ PUSPRIEKABĖ PTL-10
Rašytinė,,"NACIONALINĖ MOKĖJIMO AGENTŪRA PRIE Ž Ū MINISTERIJO
S",288739270,Sutuoktinis,Kiti sandoriai,EDMUNDAS JONYLA,12793,"Juridiniai asmenys, registruoti Lietuvoje",2011-11-11,GAUTA TIESIOGINĖS IŠMOKOS UŽ PASIELIUS
Rašytinė,2011-12-29,NACIONALINĖ MOKĖJIMO AGENTŪRA PRIE ŽŪ MINISTERIJOS,288739270,Sutuoktinis,Kiti sandoriai,EDMUNDAS JONYLA,62380,"Juridiniai asmenys, registruoti Lietuvoje",2011-12-07,UŽ EKOLOGINĮ ŪKININKAVIMĄ
Rašytinė,2011-12-29,NACIONALINĖ MOKĖJIMO AGENTŪRA PRIE ŽŪ MINISTERIJOS,288739270,Sutuoktinis,Kiti sandoriai,EDMUNDAS JONYLA,39472,"Juridiniai asmenys, registruoti Lietuvoje",2011-12-29,INVESTICIJOS Į ŽEMĖS ŪKIO GAMYBĄ IR PASLAUGAS
Notarinė,2012-01-16,KAZIMIERAS MOCKUS,,Deklaruojantysis ir sutuoktinis,Pirkimas,EDMUNDAS JONYLA,11000,"Fiziniai asmenys, registruoti Lietuvoje",2012-01-16,PIRKTA ŽEMĖ
Notarinė,2012-01-16,ZANĖ MOCKUVIENĖ,,Deklaruojantysis ir sutuoktinis,Pirkimas,EDMUNDAS JONYLA,11000,"Fiziniai asmenys, registruoti Lietuvoje",2012-01-16,PIRKTA ŽEMĖ
Notarinė,2011-06-09,VIENO KAMBARIO BUTAS,,Deklaruojantysis,Teikiama dovana,RIMANTĖ ŠALAŠEVIČIŪTĖ,53300,"Fiziniai asmenys, registruoti Lietuvoje",2011-06-09,BUTAS DOVANOTAS DUKRAI
Rašytinė,2011-12-15,KAUNO RAJONO ŠVIETIMO CENTRAS,300052772,Deklaruojantysis,Autorinė sutartis,RIMANTĖ ŠALAŠEVIČIŪTĖ,800,"Juridiniai asmenys, registruoti Lietuvoje",2011-12-06,PASKAITOS
Rašytinė,,"""SWEDBANK LIZINGAS"", UAB",111568069,Deklaruojantysis,Išsimokėtinas pirkimas,VALERIJUS SIMULIK,30000,"Juridiniai asmenys, registruoti Lietuvoje",2011-08-04,AUTOMOBILIO LIZINGAS
Notarinė,2011-06-03,GYVENAMOJI PATALPA,,Deklaruojantysis,Kiti sandoriai,RIMANTĖ ŠALAŠEVIČIŪTĖ,53300,"Fiziniai asmenys, registruoti Lietuvoje",2011-06-03,MAINŲ SUTARTIS 1/4 NAMO MAINYTA Į VIENO KAMBARIO BUTĄ
Notarinė,,PIOTR ŠČIGLO,,Sutuoktinis,Pardavimas,JURAS POŽELA,95700,"Fiziniai asmenys, registruoti Lietuvoje",2012-08-03,BUTO PARDAVIMAS
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Indėlis,MILDA PETRAUSKIENĖ,50000,"Juridiniai asmenys, registruoti Lietuvoje",2012-05-22,TERMINUOTA SUTARTIS SU SEB BANKU.
Rašytinė,,AB BANKAS SNORAS,112025973,Deklaruojantysis,Paskola (gauta),VYTENIS POVILAS ANDRIUKAITIS,750000,"Juridiniai asmenys, registruoti Lietuvoje",2006-06-15,PINIGINĖS LĖŠOS
Notarinė,,DANAS MAŽUOLIS,,Sutuoktinis,Pardavimas,MILDA PETRAUSKIENĖ,258000,"Fiziniai asmenys, registruoti Lietuvoje",2012-07-24,BUTO PARDAVIMAS
Rašytinė,,AB SEB BANKAS,112021238,Sutuoktinis,Indėlis,MILDA PETRAUSKIENĖ,40000,"Juridiniai asmenys, registruoti Lietuvoje",2012-04-10,TERMINUOTA SUTARTIS SU SEB BANKU.
Rašytinė,,"UAB ""KETURI ŽIEDAI""",224234070,Deklaruojantysis,Nuoma,ZIGMANTAS BALČYTIS,148764,"Juridiniai asmenys, registruoti Lietuvoje",2009-01-29,AUTOMOBILIO NUOMA
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),ZIGMANTAS BALČYTIS,380000,"Juridiniai asmenys, registruoti Lietuvoje",1998-08-11,PINIGAI
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis ir sutuoktinis,Paskola (gauta),ZIGMANTAS BALČYTIS,70000,"Juridiniai asmenys, registruoti Lietuvoje",2008-12-18,PINIGAI
Notarinė,,AB SEB BANKAS,112021238,Deklaruojantysis ir sutuoktinis,Kiti prievolių įvykdymą užtikrinantys sandoriai,ZIGMANTAS BALČYTIS,180000,"Juridiniai asmenys, registruoti Lietuvoje",2011-09-16,PASKOLOS LAIDAVIMAS
Rašytinė,,UAB AVIAEKSPRESAS,,Deklaruojantysis,Pirkimas,VILIJA BLINKEVIČIŪTĖ,11345,"Juridiniai asmenys, registruoti Lietuvoje",2011-12-05,KELIONĖ Į EGIPTĄ
Notarinė,,JONAS PETRAUSKAS,,Deklaruojantysis,Pirkimas,PAULIUS RUMBUTIS,70000,"Fiziniai asmenys, registruoti Lietuvoje",2012-03-02,SODYBA SU ŽEME IR MIŠKU
Rašytinė,2018-01-22,SWEDBANK LIFE INSURANCE SE LIETUVOS FILIALAS,302458056,Deklaruojantysis,Draudimas,TOMAS VAITKEVIČIUS,20000,"Juridiniai asmenys, registruoti Lietuvoje",2002-01-23,GYVYBĖS DRAUDIMAS
Rašytinė,2014-03-15,"SWEDBANK LIZINGAS, UAB",111568069,Deklaruojantysis ir sutuoktinis,Išsimokėtinas pirkimas,TOMAS VAITKEVIČIUS,37000,"Juridiniai asmenys, registruoti Lietuvoje",2009-03-20,AUTOMOBILIO LIZINGAS
Rašytinė,,NORDEA BANK FINLAND PLC LIETUVOS SKYRIUS,112025592,Deklaruojantysis ir sutuoktinis,Paskola (gauta),TOMAS VAITKEVIČIUS,400000,"Juridiniai asmenys, registruoti Lietuvoje",2010-01-19,BŪSTO KRERDITAS
Rašytinė,2016-05-01,ALBINA DAPKEVIČIŪTĖ,,Deklaruojantysis,Nuoma,ARTŪRAS KILTINAVIČIUS,11500,"Fiziniai asmenys, registruoti Lietuvoje",2010-04-20,ŽEMĖS SKLYPO NUOMA
Rašytinė,,SWEDBANK AB,,Deklaruojantysis,Paskola (gauta),REMIGIJUS MAKAUSKAS,50000,"Juridiniai asmenys, registruoti Lietuvoje",2004-09-07,PINIGAI
Rašytinė,,„SWEDBANK“ AB,112029651,Deklaruojantysis,Paskola (gauta),AUDRIUS MASILIONIS,36100,"Juridiniai asmenys, registruoti Lietuvoje",2004-04-14,PASKOLA BŪSTUI
Rašytinė,,SWEDBANK LIFE INSURANCE SE LIETUVOS FILIALAS,302458056,Deklaruojantysis,Draudimas,AUDRIUS MASILIONIS,16000,"Juridiniai asmenys, registruoti Lietuvoje",2004-09-01,KOMPLEKSINIS GYVYBĖS DRAUDIMAS DEKLARUOJANČIAJAM IR SUNUI
Notarinė,2022-02-20,"AB ""SWEDBANK""",112029651,Deklaruojantysis,Paskola (gauta),GITA KONDROTAITĖ,45000,"Juridiniai asmenys, registruoti Lietuvoje",2012-03-09,BŪSTO REMONTO KREDITAS
Notarinė,2011-08-19,AUŠRA JAUGELAVIČIENĖ,,Deklaruojantysis,Pirkimas,KĘSTUTIS MACIONIS,20000,"Fiziniai asmenys, registruoti Lietuvoje",2011-08-19,PASTATO PIRKIMAS IŠ AUŠROS JAUGELAVIČIENĖS
Notarinė,2012-07-24,"UAB ""SKONGALIS""",161111742,Deklaruojantysis,Pirkimas,KĘSTUTIS MACIONIS,235000,"Juridiniai asmenys, registruoti Lietuvoje",2012-07-24,"PASTATO PIRKIMAS IŠ UAB ""SKONGALIS"""
Kita,,MANTAS KRUTKEVIČIUS,,Deklaruojantysis,Kiti sandoriai,ALGIS PETRAS KRUTKEVIČIUS,22998,Užsienio fiziniai ir juridiniai asmenys (neregistruoti Lietuvoje),2012-05-03,LĖŠOS
Notarinė,2012-06-13,MARIJONA ZABORSKIENĖ,,Deklaruojantysis,Pirkimas,DARIUS KRIŠTAPONIS,110000,"Fiziniai asmenys, registruoti Lietuvoje",2012-05-06,BUTO PIRKIMAS
Kita,2012-05-30,TEO1L,,Deklaruojantysis,Pardavimas,DARIUS KRIŠTAPONIS,11307,"Juridiniai asmenys, registruoti Lietuvoje",2012-05-30,VERTYBINIAI POPIERIAI
Kita,2012-05-23,TAL1T,,Deklaruojantysis,Pardavimas,DARIUS KRIŠTAPONIS,35886,Užsienio fiziniai ir juridiniai asmenys (neregistruoti Lietuvoje),2012-05-23,VERTYBINIAI POPIERIAI
Notarinė,,AB NORDEA,112025592,Deklaruojantysis,Paskola (gauta),DARIUS KRIŠTAPONIS,530000,"Juridiniai asmenys, registruoti Lietuvoje",2008-01-14,PASKOLA BŪSTUI
Rašytinė,,AB SEB LIZINGAS,123051535,Deklaruojantysis,Išsimokėtinas pirkimas,PRANAS SASNAUSKAS,63500,"Juridiniai asmenys, registruoti Lietuvoje",2008-07-31,PINIGAI
Notarinė,2012-07-12,,,Sutuoktinis,Vienašaliai sandoriai,VITALIJA LUKŠIENĖ,23495,,2012-07-12,PAVELDĖJIMO TEISĖS PAGAL TESTAMENTĄ
Rašytinė,,AB DNB BANKAS,112029270,Deklaruojantysis ir sutuoktinis,Paskola (gauta),VITALIJA LUKŠIENĖ,183540,"Juridiniai asmenys, registruoti Lietuvoje",2006-02-15,BUTAS DAUGIABUČIAME NAME-SANTARIŠKIŲ G. VILNIUS
Rašytinė,,AB DNB BANKAS,112029270,Deklaruojantysis ir sutuoktinis,Paskola (gauta),VITALIJA LUKŠIENĖ,12000,"Juridiniai asmenys, registruoti Lietuvoje",2010-06-11,LENGVASIS AUTOMOBILIS-PIRKIMAS
Rašytinė,2011-03-16,MARIUS ZDANOVIČIUS,,Deklaruojantysis,Pirkimas,ALVYDAS JONAITIS,33500,"Fiziniai asmenys, registruoti Lietuvoje",2011-03-16,LENGVASIS AUTOMOBILIS
Rašytinė,,SIGITA JONAITIENĖ,,Deklaruojantysis,Paskola (gauta),ALVYDAS JONAITIS,57000,"Fiziniai asmenys, registruoti Lietuvoje",2011-05-08,PINIGAI
Rašytinė,,UAB STAKRETA,164292155,Deklaruojantysis,Paskola (suteikta),ALVYDAS JONAITIS,391715,"Juridiniai asmenys, registruoti Lietuvoje",2010-12-14,PINIGAI
Rašytinė,2012-03-29,AB DNB,,Deklaruojantysis,Paskola (gauta),EGIDIJUS URNA,47496,"Juridiniai asmenys, registruoti Lietuvoje",2008-03-03,PINIGAI
Rašytinė,,NORDEA BANK FINLAND PLC LIETUVOS SKYRIUS,112025592,Deklaruojantysis,Paskola (gauta),INDRĖ BUTVILĖ,147050,"Juridiniai asmenys, registruoti Lietuvoje",2010-12-08,BŪSTO KREDITAS
Notarinė,2012-05-03,RIMANTAS PRŪSAITIS,,Deklaruojantysis ir sutuoktinis,Pirkimas,VALDAS RAČKAUSKAS,300000,"Fiziniai asmenys, registruoti Lietuvoje",2012-02-09,"PASTATO,ŽEMĖS SKLYPO IR INŽINERINIŲ STATINIŲ PIRKIMAS"
Notarinė,2012-05-03,VILMA PRŪSAITIENĖ,,Deklaruojantysis ir sutuoktinis,Pirkimas,VALDAS RAČKAUSKAS,300000,"Fiziniai asmenys, registruoti Lietuvoje",2012-02-09,"PASTATO,ŽEMĖS SKLYPO IR INŽINERINIŲ STATINIŲ PIRKIMAS"
Rašytinė,,AB DNB BANKAS,112029270,Deklaruojantysis ir sutuoktinis,Paskola (gauta),VALDAS RAČKAUSKAS,100000,"Juridiniai asmenys, registruoti Lietuvoje",2012-02-22,PASKOLA
Rašytinė,,"VŠĮ ""ŽALIOJI AKADEMIJA""",,Deklaruojantysis,Vertybinių popierių sandoriai,GINTAUTAS MIELEIKA,11000,"Juridiniai asmenys, registruoti Lietuvoje",2011-08-04,VALDOMŲ AKCIJŲ ĮMONĖJE SUMA
Rašytinė,,UAB GEOTECHNOLOGIJOS,300618124,Deklaruojantysis,Nuoma,AURIMAS MOCKUS,195000,"Juridiniai asmenys, registruoti Lietuvoje",2010-04-29,ŽEMĖS NUOMA NAUDINGŲJŲ IŠKASENŲ GAVYBAI
Kita,2012-02-27,VALSTYBĖS ĮMONĖ REGISTRŲ CENTRAS,,Deklaruojantysis,Kiti sandoriai,DALYTĖ RUDZEVIČIENĖ,51200,"Juridiniai asmenys, registruoti Lietuvoje",2012-02-27,SODO NAMELIS
Rašytinė,2012-06-11,AB SEB BANKAS,,Deklaruojantysis,Indėlis,ŠARŪNAS SKUČAS,15000,"Juridiniai asmenys, registruoti Lietuvoje",2012-06-08,INDĖLIS SAVO VARDU
Rašytinė,2012-07-27,AB SEB BANKAS,,Deklaruojantysis,Indėlis,ŠARŪNAS SKUČAS,10000,"Juridiniai asmenys, registruoti Lietuvoje",2012-07-27,INDĖLIS SAVO VARDU
Žodinė,2012-07-27,ERIKA PAPUČKĖ,,Deklaruojantysis,Kiti prievolių įvykdymą užtikrinantys sandoriai,ŠARŪNAS SKUČAS,19843,"Fiziniai asmenys, registruoti Lietuvoje",2008-07-27,PASKOLOS GRAŽINIMAS
Notarinė,,ROMUALDAS ANDRIKIS,,Deklaruojantysis,"Gauta dovana (išskyrus artimų asmenų dovanas), jeigu jos vertė didesnė negu 500 Lt",LIUDAS ANDRIKIS,213535,"Fiziniai asmenys, registruoti Lietuvoje",2011-11-23,"1/2 DALIS GYVENAMO NAMO IR KIEMO STATINIŲ, 393/797 DALIS ŽEMĖS SKLY"
Notarinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),AUDRONĖ BALNIONIENĖ,14400,"Juridiniai asmenys, registruoti Lietuvoje",2007-05-17,PINIGAI
Notarinė,,AB DNB BANKAS,112029270,Deklaruojantysis ir sutuoktinis,Paskola (gauta),LINAS KAUKĖNAS,149065,"Juridiniai asmenys, registruoti Lietuvoje",2011-12-20,PASKOLA BŪSTUI IŠ DNB BANKO
Notarinė,2031-08-09,AB DNB BANKAS,112029270,Sutuoktinis,Paskola (gauta),ADELĖ MAJAUSKIENĖ,70000,"Juridiniai asmenys, registruoti Lietuvoje",2011-06-09,PASKOLA BŪSTUI
Notarinė,2009-02-17,MARATAS DJAČENKO,,Sutuoktinis,Pardavimas,SIGITAS ŠLIAŽAS,130000,"Fiziniai asmenys, registruoti Lietuvoje",2009-02-17,BUTO PARDAVIMAS
Notarinė,2012-10-15,ARNOLDAS JURGELEVIČIUS,,Deklaruojantysis ir sutuoktinis,Pirkimas,SIGITAS ŠLIAŽAS,290000,"Fiziniai asmenys, registruoti Lietuvoje",2008-10-07,BUTO IR DALIES ŽEMĖS SKLYPO PIRKIMAS
Notarinė,2008-12-24,UAB „STATYBOS INVESTICIJA“,300582895,Deklaruojantysis ir sutuoktinis,Pardavimas,SIGITAS ŠLIAŽAS,20300,"Juridiniai asmenys, registruoti Lietuvoje",2008-12-24,DALIES ŽEMĖS SKLYPO PARDAVIMAS
Rašytinė,,AB DNB BANKAS,112029270,Deklaruojantysis ir sutuoktinis,Paskola (gauta),SIGITAS ŠLIAŽAS,290000,"Juridiniai asmenys, registruoti Lietuvoje",2008-10-02,PASKOLA
Rašytinė,,UAB DOMUS LUMINA,301105637,Deklaruojantysis,Nuoma,AUDRIUS VAIŠVILA,21240,"Juridiniai asmenys, registruoti Lietuvoje",2011-08-15,NUOMOS MOKESTIS
Rašytinė,2026-04-30,AB DNB BANKAS,112029270,Deklaruojantysis,Paskola (gauta),GINTAUTAS STANKEVIČIUS,183750,"Juridiniai asmenys, registruoti Lietuvoje",2006-06-21,SANDORIO SUTARTIES OBJEKTAS PINIGAI
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),GEDIMINAS ČEPULIS,30000,"Juridiniai asmenys, registruoti Lietuvoje",2011-08-17,PINIGAI
Rašytinė,2014-01-12,AB SEB BANKAS,112021238,Sutuoktinis,Paskola (gauta),GINTAUTAS KRILAVIČIUS,25000,"Juridiniai asmenys, registruoti Lietuvoje",2011-02-12,PASKOLA BŪSTUI REMONTUOTI
Rašytinė,,JANINA LAPĖNIENĖ,,Deklaruojantysis,Paskola (gauta),VIDMANTAS MARTIKONIS,300000,"Fiziniai asmenys, registruoti Lietuvoje",2011-07-21,PINIGAI
Rašytinė,,ZENONAS SVETLIKAUSKAS,,Deklaruojantysis,Paskola (gauta),VIDMANTAS MARTIKONIS,1515000,"Fiziniai asmenys, registruoti Lietuvoje",2011-07-25,PINIGAI
Rašytinė,,STEFANIJA BIRUTĖ MARTIKONIENĖ,,Deklaruojantysis,Paskola (gauta),VIDMANTAS MARTIKONIS,210000,"Fiziniai asmenys, registruoti Lietuvoje",2011-07-21,PINIGAI
Rašytinė,,VLADISLOVAS MARTIKONIS,,Deklaruojantysis,Paskola (gauta),VIDMANTAS MARTIKONIS,210000,"Fiziniai asmenys, registruoti Lietuvoje",2011-07-21,PINIGAI
Rašytinė,,AB SWEDBANK,112029651,Deklaruojantysis,Paskola (gauta),VIDMANTAS MARTIKONIS,2350000,"Juridiniai asmenys, registruoti Lietuvoje",2005-07-14,PINIGAI
Rašytinė,,UAB INCHAPE MOTORS,,Sutuoktinis,Pirkimas,AUDRIUS ENDZINAS,86000,"Juridiniai asmenys, registruoti Lietuvoje",2011-12-16,AUTOMOBILIO PIRKIMAS
Rašytinė,2011-08-16,"SIA ""LATUMA""",,Deklaruojantysis,Pirkimas,LAIMONTAS DINIUS,4175,"Juridiniai asmenys, registruoti Lietuvoje",2011-08-16,AUTOMOBILIO PIRKIMAS
Rašytinė,2012-05-24,ALIMOV MACHMUDJOHN,,Deklaruojantysis,Pardavimas,LAIMONTAS DINIUS,7200,Užsienio fiziniai ir juridiniai asmenys (neregistruoti Lietuvoje),2012-05-24,AUTOMOBILIO PARDAVIMAS
Rašytinė,,AB SWEDBANK,112029651,Deklaruojantysis,Paskola (gauta),VIDMANTAS MARTIKONIS,541500,"Juridiniai asmenys, registruoti Lietuvoje",2005-08-11,PINIGAI
Rašytinė,2012-05-31,AB FINASTA,301502699,Deklaruojantysis,Paskola (gauta),VIDMANTAS MARTIKONIS,600124,"Juridiniai asmenys, registruoti Lietuvoje",2011-12-16,PINIGAI
Rašytinė,2012-05-31,AB BANKAS FINASTA,301502699,Deklaruojantysis,Paskola (gauta),VIDMANTAS MARTIKONIS,1494029,"Juridiniai asmenys, registruoti Lietuvoje",2012-01-17,PINIGAI
Rašytinė,2012-05-31,AB BANKAS FINASTA,301502699,Deklaruojantysis,Paskola (gauta),VIDMANTAS MARTIKONIS,600124,"Juridiniai asmenys, registruoti Lietuvoje",2011-12-15,PINIGAI
Rašytinė,,AB DNB BANKAS,112029270,Deklaruojantysis,Paskola (gauta),VIDMANTAS MARTIKONIS,48499,"Juridiniai asmenys, registruoti Lietuvoje",2012-03-22,PINIGAI
Rašytinė,,AB DNB BANKAS,112029270,Deklaruojantysis,Paskola (gauta),VIDMANTAS MARTIKONIS,21387,"Juridiniai asmenys, registruoti Lietuvoje",2012-06-12,PINIGAI
Rašytinė,,AB SWEDBANK,112029651,Deklaruojantysis,Paskola (gauta),MARYTĖ GUDONYTĖ,31854,"Juridiniai asmenys, registruoti Lietuvoje",2003-02-15,BŪSTO PASKOLA
Rašytinė,2012-03-19,"UAB ""VERSLO VALDYMO CENTRAS",,Deklaruojantysis,Pardavimas,IGNAS JONUŠAS,65000,"Juridiniai asmenys, registruoti Lietuvoje",2012-03-19,PARDUOTOS AKCIJOS
Rašytinė,,AB DNB BANKAS,112029270,Deklaruojantysis,Paskola (gauta),VIDMANTAS MARTIKONIS,35127,"Juridiniai asmenys, registruoti Lietuvoje",2012-08-08,PINIGAI
Rašytinė,2012-08-08,AB DNB BANKAS,112029270,Deklaruojantysis,Paskola (gauta),VIDMANTAS MARTIKONIS,44292,"Juridiniai asmenys, registruoti Lietuvoje",2012-02-08,PINIGAI
Rašytinė,2012-03-16,UAB NEKILNOJAMOJO TURTO FONDAS,124997937,Deklaruojantysis,Paskola (suteikta),VIDMANTAS MARTIKONIS,600000,"Juridiniai asmenys, registruoti Lietuvoje",2010-06-23,PINIGAI
Rašytinė,2012-05-04,UAB NEKILNOJAMO TURTO FONDAS,124997937,Deklaruojantysis,Paskola (suteikta),VIDMANTAS MARTIKONIS,180984,"Juridiniai asmenys, registruoti Lietuvoje",2010-09-15,PINIGAI
Rašytinė,,UAB NEKILNOJAMOJO TURTO FONDAS,124997937,Deklaruojantysis,Paskola (suteikta),VIDMANTAS MARTIKONIS,150000,"Juridiniai asmenys, registruoti Lietuvoje",2010-11-17,PINIGAI
Rašytinė,,UAB NEKILNOJAMOJO TURTO FONDAS,124997937,Deklaruojantysis,Paskola (suteikta),VIDMANTAS MARTIKONIS,150000,"Juridiniai asmenys, registruoti Lietuvoje",2010-12-03,PINIGAI
Notarinė,,DANSKE BANK A/S LIETUVOS FILIALAS,301694694,Sutuoktinis,Paskola (gauta),LUANA PALUKAITIENĖ,190000,"Juridiniai asmenys, registruoti Lietuvoje",2005-12-29,PASKOLA BŪSTO PIRKIMUI
Rašytinė,,UAB NEKILNOJAMOJO TURTO FONDAS,124997937,Deklaruojantysis,Paskola (suteikta),VIDMANTAS MARTIKONIS,1000000,"Juridiniai asmenys, registruoti Lietuvoje",2010-12-15,PINIGAI
Rašytinė,,UAB NEKILNOJAMOJO TURTO FONDAS,124997937,Deklaruojantysis,Paskola (suteikta),VIDMANTAS MARTIKONIS,939000,"Juridiniai asmenys, registruoti Lietuvoje",2011-04-01,PINIGAI
Rašytinė,,UAB NEKILNOJAMOJO TURTO FONDAS,124997937,Deklaruojantysis,Paskola (suteikta),VIDMANTAS MARTIKONIS,132000,"Juridiniai asmenys, registruoti Lietuvoje",2012-06-12,PINIGAI
Rašytinė,,DANSKE BANKAS A/S LIETUVOS FILIALAS,301694694,Sutuoktinis,Paskola (gauta),VIDMANTAS MARTIKONIS,161501,"Juridiniai asmenys, registruoti Lietuvoje",2004-08-23,PINIGAI
Rašytinė,,LIETUVA,,Deklaruojantysis,"Gauta dovana (išskyrus artimų asmenų dovanas), jeigu jos vertė didesnė negu 500 Lt",TOMAS JAKAVIČIUS,50000,"Fiziniai asmenys, registruoti Lietuvoje",2011-12-15,BUTO PAVELDĖJIMAS
Notarinė,,JONAS NOSEVIČIUS,,Deklaruojantysis ir sutuoktinis,Pirkimas,VIDMANTAS MARTIKONIS,200000,"Fiziniai asmenys, registruoti Lietuvoje",2012-03-09,BUTAS
Notarinė,,ARTŪRAS KILTINAVIČIUS DALĖ KILTINAVIČIENĖ,,Deklaruojantysis ir sutuoktinis,Pirkimas,VIDMANTAS MARTIKONIS,198000,"Fiziniai asmenys, registruoti Lietuvoje",2008-10-08,"ŽEMĖS SKLYPAS,"
Rašytinė,2013-01-15,LIETUVA,,Deklaruojantysis ir sutuoktinis,Paskola (gauta),TOMAS JAKAVIČIUS,26000,"Juridiniai asmenys, registruoti Lietuvoje",2007-01-15,PASKOLA - PINIGAI
Rašytinė,2012-05-21,AB BANKAS FINASTA,301502699,Deklaruojantysis ir sutuoktinis,Pirkimas,VIDMANTAS MARTIKONIS,21913,"Juridiniai asmenys, registruoti Lietuvoje",2012-05-17,AKCIJOS AB LIETUVOS JŪRŲ LAIVININKYSTĖ
Rašytinė,2012-05-18,AB BANKAS FINASTA,301502699,Deklaruojantysis ir sutuoktinis,Pirkimas,VIDMANTAS MARTIKONIS,27139,"Juridiniai asmenys, registruoti Lietuvoje",2012-05-17,AKCIJOS AB LIETUVOS ENERGIJA
Rašytinė,,AB BANKAS FINASTA,301502699,Deklaruojantysis ir sutuoktinis,Pirkimas,VIDMANTAS MARTIKONIS,1491610,"Juridiniai asmenys, registruoti Lietuvoje",2012-01-17,AKCIJOS AB LESTO
Rašytinė,2012-05-15,AB BANKAS FINASTA,301502699,Deklaruojantysis ir sutuoktinis,Pardavimas,VIDMANTAS MARTIKONIS,332850,"Juridiniai asmenys, registruoti Lietuvoje",2012-05-07,AKCIJOS AB LITGRID
Rašytinė,2012-07-03,121215434,121215434,Deklaruojantysis,Pardavimas,ANATOLIJ PARAMONOV,43439,"Juridiniai asmenys, registruoti Lietuvoje",2012-07-03,AB TEO AKCIJŲ PARDAVIMAS PER SEB BANKĄ
Notarinė,2012-06-14,"MIŠKŲ SAVININKŲ KOOPERATYVAS ""TAURAGĖS ŠILAS""",279903710,Deklaruojantysis ir sutuoktinis,Pardavimas,PETRAS BERESNEVIČIUS,13000,"Juridiniai asmenys, registruoti Lietuvoje",2012-06-14,ŽEMĖS SKLYPAS
Notarinė,,"SAULIUS PAKELTIS, ALDONA PAKELTIENĖ",,Sutuoktinis,"Gauta dovana (išskyrus artimų asmenų dovanas), jeigu jos vertė didesnė negu 500 Lt",RAMOJUS GIRINSKAS,220000,"Fiziniai asmenys, registruoti Lietuvoje",2011-11-07,BUTO DOVANOJIMAS
Rašytinė,,SWEDBANK AB,,Deklaruojantysis,Paskola (gauta),ŽYDRĖ NUTAUTIENĖ,40000,"Juridiniai asmenys, registruoti Lietuvoje",2003-08-11,PINIGAI
Kita,2012-08-09,SWED BANKAS,,Deklaruojantysis,Paskola (gauta),ALGIRDAS GENEVIČIUS,540000,"Juridiniai asmenys, registruoti Lietuvoje",2007-12-21,PINIGAI
Rašytinė,2020-03-19,AB SEB VILNIAUS BANKAS,112021238,Deklaruojantysis,Paskola (gauta),VIDAS ANILIONIS,1300000,"Juridiniai asmenys, registruoti Lietuvoje",2007-03-19,PINIGAI
Rašytinė,2022-03-15,UAB NILMA,134977281,Deklaruojantysis,Paskola (suteikta),VIDAS ANILIONIS,1424000,"Juridiniai asmenys, registruoti Lietuvoje",2007-03-27,PINIGAI
